source POD, destination POD, #cores, #slots,
107,160,1,17,
106,199,1,17,
106,196,1,17,
106,177,1,17,
106,129,1,17,
106,20,1,17,
106,9,1,17,
102,20,1,17,
102,1,1,17,
101,160,1,17,
100,186,1,17,
100,177,1,17,
99,160,1,17,
97,117,1,17,
97,113,1,17,
96,181,1,17,
93,179,1,17,
92,199,1,17,
92,196,1,17,
92,167,1,17,
92,160,1,17,
91,168,1,17,
91,151,1,17,
91,4,1,17,
91,0,1,17,
89,160,1,17,
89,97,1,17,
87,153,1,17,
85,179,1,17,
85,25,1,17,
85,4,1,17,
85,0,1,17,
83,86,1,17,
83,16,1,17,
83,15,1,17,
81,150,1,17,
81,129,1,17,
81,113,1,17,
81,97,1,17,
80,154,1,17,
80,135,1,17,
80,96,1,17,
80,68,1,17,
80,62,1,17,
80,40,1,17,
79,199,1,17,
79,179,1,17,
79,0,1,17,
76,129,1,17,
76,113,1,17,
76,1,1,17,
75,196,1,17,
75,85,1,17,
74,167,1,17,
73,196,1,17,
73,154,1,17,
73,113,1,17,
73,83,1,17,
73,76,1,17,
73,35,1,17,
72,199,1,17,
72,153,1,17,
71,154,1,17,
70,167,1,17,
69,135,1,17,
67,159,1,17,
67,151,1,17,
67,97,1,17,
67,76,1,17,
66,167,1,17,
66,154,1,17,
64,129,1,17,
62,153,1,17,
62,117,1,17,
62,102,1,17,
62,91,1,17,
58,10,1,17,
58,2,1,17,
58,1,1,17,
57,184,1,17,
57,76,1,17,
55,159,1,17,
55,83,1,17,
54,199,1,17,
54,177,1,17,
54,128,1,17,
54,84,1,17,
54,5,1,17,
53,167,1,17,
53,154,1,17,
53,97,1,17,
53,22,1,17,
53,9,1,17,
53,8,1,17,
52,176,1,17,
52,117,1,17,
52,102,1,17,
49,151,1,17,
45,102,1,17,
42,184,1,17,
42,161,1,17,
42,85,1,17,
42,74,1,17,
42,71,1,17,
42,58,1,17,
41,54,1,17,
40,159,1,17,
40,88,1,17,
37,153,1,17,
37,131,1,17,
36,196,1,17,
36,128,1,17,
36,58,1,17,
35,184,1,17,
35,159,1,17,
35,89,1,17,
35,77,1,17,
35,50,1,17,
33,196,1,17,
33,91,1,17,
33,88,1,17,
32,161,1,17,
32,159,1,17,
31,131,1,17,
31,79,1,17,
31,10,1,17,
31,8,1,17,
30,176,1,17,
30,31,1,17,
29,117,1,17,
28,153,1,17,
27,188,1,17,
27,177,1,17,
26,188,1,17,
26,136,1,17,
26,128,1,17,
26,117,1,17,
24,188,1,17,
24,161,1,17,
24,128,1,17,
22,174,1,17,
22,147,1,17,
22,136,1,17,
22,127,1,17,
22,124,1,17,
21,102,1,17,
21,31,1,17,
21,0,1,17,
20,176,1,17,
20,137,1,17,
20,134,1,17,
20,128,1,17,
19,142,1,17,
19,83,1,17,
19,79,1,17,
18,156,1,17,
18,142,1,17,
18,100,1,17,
17,184,1,17,
17,95,1,17,
17,8,1,17,
17,7,1,17,
17,1,1,17,
16,176,1,17,
16,99,1,17,
15,120,1,17,
15,116,1,17,
15,58,1,17,
14,77,1,17,
14,66,1,17,
13,189,1,17,
13,62,1,17,
13,52,1,17,
12,128,1,17,
11,89,1,17,
10,197,1,17,
9,17,1,17,
8,151,1,17,
8,124,1,17,
7,189,1,17,
7,136,1,17,
7,99,1,17,
7,52,1,17,
5,145,1,17,
5,79,1,17,
5,65,1,17,
4,132,1,17,
4,116,1,17,
2,189,1,17,
2,96,1,17,
2,88,1,17,
2,13,1,17,
1,189,1,17,
1,174,1,17,
197,123,1,9,
193,13,1,9,
192,189,1,9,
191,197,1,9,
191,115,1,9,
190,88,1,9,
190,27,1,9,
190,13,1,9,
190,12,1,9,
189,173,1,9,
189,170,1,9,
189,161,1,9,
188,192,1,9,
188,185,1,9,
188,147,1,9,
188,137,1,9,
185,197,1,9,
185,173,1,9,
185,118,1,9,
185,61,1,9,
185,29,1,9,
184,172,1,9,
184,169,1,9,
184,155,1,9,
184,148,1,9,
183,137,1,9,
183,124,1,9,
183,19,1,9,
183,4,1,9,
183,2,1,9,
176,171,1,9,
176,145,1,9,
176,137,1,9,
176,123,1,9,
175,182,1,9,
175,162,1,9,
175,144,1,9,
175,103,1,9,
175,86,1,9,
175,84,1,9,
175,61,1,9,
175,51,1,9,
175,36,1,9,
174,175,1,9,
174,173,1,9,
174,161,1,9,
174,144,1,9,
174,140,1,9,
174,107,1,9,
174,94,1,9,
173,19,1,9,
170,65,1,9,
170,41,1,9,
170,16,1,9,
170,2,1,9,
169,175,1,9,
164,131,1,9,
161,192,1,9,
161,138,1,9,
158,185,1,9,
158,89,1,9,
157,99,1,9,
156,115,1,9,
156,96,1,9,
156,7,1,9,
155,175,1,9,
152,115,1,9,
147,190,1,9,
145,96,1,9,
145,89,1,9,
145,14,1,9,
142,131,1,9,
142,4,1,9,
137,133,1,9,
137,116,1,9,
136,173,1,9,
136,144,1,9,
136,50,1,9,
134,101,1,9,
134,84,1,9,
134,63,1,9,
134,34,1,9,
134,29,1,9,
134,23,1,9,
133,19,1,9,
132,127,1,9,
132,95,1,9,
132,60,1,9,
132,49,1,9,
132,29,1,9,
131,178,1,9,
131,147,1,9,
131,95,1,9,
131,78,1,9,
124,166,1,9,
120,191,1,9,
120,136,1,9,
120,109,1,9,
120,95,1,9,
120,65,1,9,
120,51,1,9,
120,18,1,9,
118,132,1,9,
118,115,1,9,
116,120,1,9,
116,90,1,9,
116,84,1,9,
116,33,1,9,
115,190,1,9,
115,178,1,9,
115,157,1,9,
115,111,1,9,
115,59,1,9,
115,48,1,9,
115,11,1,9,
114,185,1,9,
112,132,1,9,
108,134,1,9,
107,39,1,9,
100,170,1,9,
100,162,1,9,
100,77,1,9,
99,172,1,9,
99,148,1,9,
96,193,1,9,
96,166,1,9,
96,165,1,9,
96,156,1,9,
94,185,1,9,
94,88,1,9,
93,116,1,9,
92,12,1,9,
90,134,1,9,
90,88,1,9,
89,149,1,9,
89,134,1,9,
88,183,1,9,
88,155,1,9,
88,132,1,9,
81,111,1,9,
81,67,1,9,
78,143,1,9,
78,57,1,9,
78,46,1,9,
78,15,1,9,
72,24,1,9,
71,115,1,9,
68,19,1,9,
67,158,1,9,
67,78,1,9,
66,185,1,9,
66,72,1,9,
65,69,1,9,
65,27,1,9,
65,15,1,9,
64,19,1,9,
57,116,1,9,
57,38,1,9,
57,25,1,9,
57,19,1,9,
55,164,1,9,
55,162,1,9,
55,68,1,9,
52,11,1,9,
50,72,1,9,
49,170,1,9,
47,16,1,9,
43,107,1,9,
43,13,1,9,
41,136,1,9,
39,11,1,9,
37,130,1,9,
37,78,1,9,
37,77,1,9,
37,56,1,9,
34,95,1,9,
30,13,1,9,
24,133,1,9,
24,69,1,9,
24,68,1,9,
21,109,1,9,
21,108,1,9,
21,82,1,9,
18,66,1,9,
14,173,1,9,
14,162,1,9,
14,95,1,9,
10,67,1,9,
7,197,1,9,
163,11,1,5,
163,7,1,5,
160,179,1,5,
159,163,1,5,
129,190,1,5,
125,153,1,5,
121,179,1,5,
119,153,1,5,
116,153,1,5,
114,160,1,5,
113,190,1,5,
107,149,1,5,
106,160,1,5,
99,181,1,5,
91,57,1,5,
91,17,1,5,
80,167,1,5,
80,145,1,5,
79,89,1,5,
76,89,1,5,
67,124,1,5,
67,88,1,5,
65,91,1,5,
62,100,1,5,
62,2,1,5,
60,181,1,5,
58,167,1,5,
56,83,1,5,
54,131,1,5,
53,11,1,5,
52,145,1,5,
52,132,1,5,
42,145,1,5,
42,137,1,5,
42,107,1,5,
39,176,1,5,
35,137,1,5,
33,159,1,5,
31,66,1,5,
30,131,1,5,
28,145,1,5,
26,120,1,5,
24,66,1,5,
24,65,1,5,
22,183,1,5,
21,183,1,5,
21,167,1,5,
21,159,1,5,
21,92,1,5,
20,190,1,5,
20,162,1,5,
20,85,1,5,
19,137,1,5,
19,104,1,5,
18,196,1,5,
18,176,1,5,
16,183,1,5,
16,53,1,5,
15,171,1,5,
15,111,1,5,
15,17,1,5,
14,195,1,5,
14,179,1,5,
14,145,1,5,
13,177,1,5,
13,134,1,5,
12,117,1,5,
10,145,1,5,
9,183,1,5,
7,117,1,5,
7,77,1,5,
5,111,1,5,
4,181,1,5,
2,177,1,5,
2,117,1,5,
199,171,1,2,
199,162,1,2,
199,34,1,2,
199,19,1,2,
198,131,1,2,
198,19,1,2,
196,198,1,2,
196,182,1,2,
196,150,1,2,
196,94,1,2,
195,170,1,2,
195,154,1,2,
195,101,1,2,
195,90,1,2,
195,86,1,2,
193,53,1,2,
188,86,1,2,
188,40,1,2,
188,37,1,2,
188,33,1,2,
188,29,1,2,
188,6,1,2,
186,188,1,2,
186,85,1,2,
185,192,1,2,
185,183,1,2,
185,175,1,2,
185,172,1,2,
185,168,1,2,
185,156,1,2,
184,162,1,2,
183,75,1,2,
183,34,1,2,
183,0,1,2,
182,80,1,2,
180,100,1,2,
177,156,1,2,
177,151,1,2,
177,144,1,2,
176,175,1,2,
176,155,1,2,
175,134,1,2,
174,125,1,2,
174,78,1,2,
174,59,1,2,
174,55,1,2,
174,34,1,2,
174,23,1,2,
174,14,1,2,
171,189,1,2,
171,97,1,2,
171,70,1,2,
171,5,1,2,
170,124,1,2,
170,96,1,2,
170,93,1,2,
170,79,1,2,
170,36,1,2,
170,23,1,2,
170,17,1,2,
168,199,1,2,
162,198,1,2,
161,131,1,2,
161,49,1,2,
161,23,1,2,
161,6,1,2,
157,134,1,2,
154,183,1,2,
154,89,1,2,
150,134,1,2,
150,132,1,2,
150,112,1,2,
150,107,1,2,
150,87,1,2,
150,65,1,2,
150,45,1,2,
150,44,1,2,
145,199,1,2,
145,125,1,2,
145,101,1,2,
145,75,1,2,
144,183,1,2,
142,96,1,2,
142,21,1,2,
141,170,1,2,
141,52,1,2,
141,51,1,2,
141,50,1,2,
141,26,1,2,
137,194,1,2,
137,149,1,2,
137,50,1,2,
136,111,1,2,
136,89,1,2,
136,65,1,2,
135,98,1,2,
135,97,1,2,
135,84,1,2,
135,47,1,2,
135,24,1,2,
135,6,1,2,
134,113,1,2,
134,71,1,2,
134,16,1,2,
133,85,1,2,
132,154,1,2,
132,122,1,2,
132,71,1,2,
129,142,1,2,
129,112,1,2,
129,95,1,2,
129,85,1,2,
129,79,1,2,
128,141,1,2,
128,107,1,2,
125,184,1,2,
125,85,1,2,
124,140,1,2,
124,139,1,2,
124,130,1,2,
124,128,1,2,
124,127,1,2,
124,115,1,2,
124,87,1,2,
124,64,1,2,
123,83,1,2,
120,197,1,2,
120,166,1,2,
120,133,1,2,
119,161,1,2,
119,83,1,2,
118,135,1,2,
118,85,1,2,
116,100,1,2,
115,107,1,2,
115,100,1,2,
115,74,1,2,
114,149,1,2,
114,75,1,2,
114,49,1,2,
114,5,1,2,
113,174,1,2,
111,22,1,2,
108,102,1,2,
107,66,1,2,
106,88,1,2,
106,83,1,2,
105,171,1,2,
105,83,1,2,
104,183,1,2,
103,137,1,2,
102,186,1,2,
102,184,1,2,
102,98,1,2,
102,79,1,2,
102,66,1,2,
102,18,1,2,
102,11,1,2,
100,149,1,2,
100,107,1,2,
100,105,1,2,
100,64,1,2,
100,63,1,2,
100,36,1,2,
100,33,1,2,
100,3,1,2,
99,199,1,2,
97,162,1,2,
96,187,1,2,
96,174,1,2,
96,142,1,2,
95,190,1,2,
95,59,1,2,
95,12,1,2,
93,31,1,2,
92,14,1,2,
90,161,1,2,
88,130,1,2,
88,127,1,2,
87,184,1,2,
84,114,1,2,
84,53,1,2,
83,184,1,2,
81,193,1,2,
81,98,1,2,
81,86,1,2,
81,71,1,2,
81,63,1,2,
80,143,1,2,
78,171,1,2,
75,174,1,2,
73,130,1,2,
73,128,1,2,
73,127,1,2,
73,97,1,2,
67,114,1,2,
67,111,1,2,
66,114,1,2,
66,94,1,2,
66,47,1,2,
66,38,1,2,
66,33,1,2,
66,1,1,2,
65,70,1,2,
65,43,1,2,
62,166,1,2,
62,139,1,2,
61,170,1,2,
57,161,1,2,
54,189,1,2,
54,142,1,2,
54,111,1,2,
54,41,1,2,
52,198,1,2,
52,126,1,2,
52,95,1,2,
50,31,1,2,
49,24,1,2,
48,95,1,2,
41,171,1,2,
41,99,1,2,
41,78,1,2,
39,114,1,2,
39,92,1,2,
37,65,1,2,
35,168,1,2,
35,156,1,2,
35,108,1,2,
35,87,1,2,
35,86,1,2,
35,72,1,2,
32,128,1,2,
32,113,1,2,
31,156,1,2,
31,118,1,2,
31,86,1,2,
28,199,1,2,
27,78,1,2,
26,180,1,2,
24,95,1,2,
22,73,1,2,
21,116,1,2,
18,158,1,2,
16,95,1,2,
11,158,1,2,
11,154,1,2,
11,95,1,2,
10,158,1,2,
8,184,1,2,
5,191,1,2,
5,175,1,2,
5,154,1,2,
5,114,1,2,
5,52,1,2,
4,154,1,2,
4,142,1,2,
3,124,1,2,
1,81,1,2,
1,74,1,2,
138,141,1,17,
128,163,1,17,
125,8,1,17,
125,7,1,17,
125,5,1,17,
124,163,1,17,
123,198,1,17,
120,125,1,17,
119,125,1,17,
117,198,1,17,
114,163,1,17,
113,198,1,17,
113,180,1,17,
106,195,1,17,
106,1,1,17,
102,195,1,17,
102,180,1,17,
100,106,1,17,
99,180,1,17,
99,106,1,17,
92,198,1,17,
92,195,1,17,
91,125,1,17,
89,181,1,17,
83,160,1,17,
83,106,1,17,
82,160,1,17,
81,168,1,17,
81,141,1,17,
80,31,1,17,
80,21,1,17,
80,19,1,17,
80,10,1,17,
80,8,1,17,
80,6,1,17,
77,180,1,17,
77,168,1,17,
73,160,1,17,
73,25,1,17,
73,17,1,17,
73,1,1,17,
72,181,1,17,
71,181,1,17,
69,186,1,17,
69,180,1,17,
69,160,1,17,
66,195,1,17,
66,160,1,17,
66,135,1,17,
66,113,1,17,
62,195,1,17,
62,160,1,17,
62,135,1,17,
57,198,1,17,
55,198,1,17,
53,150,1,17,
53,106,1,17,
53,4,1,17,
53,2,1,17,
52,180,1,17,
52,73,1,17,
50,195,1,17,
49,181,1,17,
49,163,1,17,
49,141,1,17,
47,150,1,17,
43,154,1,17,
43,150,1,17,
42,97,1,17,
42,29,1,17,
42,20,1,17,
41,154,1,17,
41,141,1,17,
36,42,1,17,
35,97,1,17,
35,48,1,17,
35,34,1,17,
35,28,1,17,
35,18,1,17,
35,14,1,17,
33,181,1,17,
33,154,1,17,
33,73,1,17,
32,91,1,17,
31,141,1,17,
31,135,1,17,
31,91,1,17,
31,85,1,17,
30,154,1,17,
30,54,1,17,
28,129,1,17,
28,85,1,17,
25,179,1,17,
24,199,1,17,
24,177,1,17,
23,159,1,17,
22,100,1,17,
22,84,1,17,
22,67,1,17,
22,65,1,17,
22,42,1,17,
22,39,1,17,
21,196,1,17,
21,186,1,17,
21,117,1,17,
20,199,1,17,
20,196,1,17,
20,186,1,17,
20,181,1,17,
20,124,1,17,
19,196,1,17,
19,159,1,17,
19,53,1,17,
18,85,1,17,
17,153,1,17,
17,150,1,17,
17,141,1,17,
17,113,1,17,
17,85,1,17,
16,177,1,17,
16,31,1,17,
15,168,1,17,
15,167,1,17,
15,113,1,17,
14,153,1,17,
14,85,1,17,
13,163,1,17,
13,153,1,17,
12,153,1,17,
11,177,1,17,
11,153,1,17,
11,54,1,17,
10,196,1,17,
10,186,1,17,
10,159,1,17,
10,117,1,17,
10,54,1,17,
9,167,1,17,
8,199,1,17,
8,54,1,17,
7,186,1,17,
7,124,1,17,
7,53,1,17,
5,179,1,17,
5,113,1,17,
3,199,1,17,
3,168,1,17,
3,117,1,17,
3,91,1,17,
2,159,1,17,
2,129,1,17,
2,97,1,17,
2,91,1,17,
1,186,1,17,
1,179,1,17,
1,168,1,17,
1,134,1,17,
0,183,1,17,
0,134,1,17,
0,81,1,17,
199,185,1,9,
199,177,1,9,
199,165,1,9,
199,150,1,9,
197,151,1,9,
197,83,1,9,
196,148,1,9,
196,119,1,9,
196,114,1,9,
196,112,1,9,
194,163,1,9,
192,163,1,9,
191,76,1,9,
191,0,1,9,
190,0,1,9,
189,142,1,9,
189,134,1,9,
189,123,1,9,
189,105,1,9,
189,99,1,9,
188,136,1,9,
188,101,1,9,
188,96,1,9,
188,64,1,9,
188,14,1,9,
188,9,1,9,
188,5,1,9,
185,129,1,9,
185,128,1,9,
185,58,1,9,
184,189,1,9,
184,143,1,9,
184,70,1,9,
184,14,1,9,
183,128,1,9,
182,91,1,9,
179,187,1,9,
179,184,1,9,
179,166,1,9,
179,156,1,9,
179,94,1,9,
179,55,1,9,
178,184,1,9,
177,170,1,9,
177,164,1,9,
177,154,1,9,
177,147,1,9,
177,139,1,9,
176,40,1,9,
176,16,1,9,
176,2,1,9,
175,100,1,9,
174,135,1,9,
174,99,1,9,
174,84,1,9,
174,83,1,9,
174,62,1,9,
174,45,1,9,
174,37,1,9,
174,19,1,9,
174,18,1,9,
174,11,1,9,
174,8,1,9,
173,167,1,9,
172,184,1,9,
172,102,1,9,
170,150,1,9,
170,135,1,9,
170,42,1,9,
168,187,1,9,
168,183,1,9,
167,190,1,9,
167,185,1,9,
167,175,1,9,
167,162,1,9,
167,153,1,9,
167,138,1,9,
167,135,1,9,
166,135,1,9,
164,128,1,9,
161,153,1,9,
161,135,1,9,
161,129,1,9,
161,115,1,9,
161,100,1,9,
161,83,1,9,
161,77,1,9,
161,76,1,9,
161,50,1,9,
161,43,1,9,
161,39,1,9,
159,192,1,9,
159,146,1,9,
159,144,1,9,
159,131,1,9,
158,2,1,9,
156,135,1,9,
155,117,1,9,
154,151,1,9,
154,142,1,9,
154,140,1,9,
151,152,1,9,
151,129,1,9,
151,96,1,9,
151,76,1,9,
151,26,1,9,
151,24,1,9,
151,7,1,9,
150,138,1,9,
150,129,1,9,
149,189,1,9,
149,76,1,9,
147,54,1,9,
146,184,1,9,
137,190,1,9,
137,108,1,9,
137,97,1,9,
137,70,1,9,
137,62,1,9,
137,25,1,9,
136,151,1,9,
136,42,1,9,
134,117,1,9,
133,58,1,9,
133,54,1,9,
131,91,1,9,
131,83,1,9,
131,56,1,9,
131,4,1,9,
130,102,1,9,
130,0,1,9,
129,189,1,9,
129,184,1,9,
129,178,1,9,
128,119,1,9,
128,114,1,9,
128,111,1,9,
128,97,1,9,
128,76,1,9,
127,76,1,9,
124,189,1,9,
124,183,1,9,
124,162,1,9,
124,137,1,9,
124,136,1,9,
124,107,1,9,
123,175,1,9,
122,76,1,9,
120,137,1,9,
117,105,1,9,
117,103,1,9,
116,175,1,9,
115,175,1,9,
115,137,1,9,
115,120,1,9,
112,188,1,9,
112,137,1,9,
108,83,1,9,
107,58,1,9,
102,193,1,9,
102,143,1,9,
102,120,1,9,
102,67,1,9,
102,29,1,9,
102,4,1,9,
100,197,1,9,
100,152,1,9,
100,92,1,9,
100,89,1,9,
100,66,1,9,
100,55,1,9,
99,189,1,9,
99,170,1,9,
99,142,1,9,
99,132,1,9,
99,131,1,9,
99,115,1,9,
98,128,1,9,
97,194,1,9,
97,169,1,9,
97,101,1,9,
97,87,1,9,
96,109,1,9,
96,89,1,9,
96,87,1,9,
96,75,1,9,
96,15,1,9,
95,188,1,9,
94,128,1,9,
90,58,1,9,
89,156,1,9,
89,43,1,9,
89,7,1,9,
88,184,1,9,
87,188,1,9,
87,175,1,9,
85,192,1,9,
85,184,1,9,
83,197,1,9,
83,183,1,9,
83,133,1,9,
81,88,1,9,
81,65,1,9,
81,54,1,9,
81,15,1,9,
79,25,1,9,
77,58,1,9,
76,173,1,9,
76,156,1,9,
76,115,1,9,
76,104,1,9,
75,132,1,9,
75,81,1,9,
74,96,1,9,
72,54,1,9,
70,176,1,9,
70,175,1,9,
68,4,1,9,
67,18,1,9,
67,4,1,9,
62,116,1,9,
62,81,1,9,
62,57,1,9,
58,24,1,9,
52,190,1,9,
52,170,1,9,
52,137,1,9,
52,116,1,9,
51,89,1,9,
49,89,1,9,
47,134,1,9,
46,131,1,9,
45,89,1,9,
43,132,1,9,
43,88,1,9,
43,19,1,9,
41,189,1,9,
40,115,1,9,
37,189,1,9,
37,89,1,9,
36,176,1,9,
32,16,1,9,
24,88,1,9,
24,48,1,9,
24,19,1,9,
21,173,1,9,
21,120,1,9,
21,77,1,9,
21,75,1,9,
19,194,1,9,
18,134,1,9,
18,116,1,9,
18,67,1,9,
18,52,1,9,
18,39,1,9,
16,114,1,9,
16,107,1,9,
16,59,1,9,
16,57,1,9,
16,49,1,9,
16,38,1,9,
15,190,1,9,
15,147,1,9,
15,110,1,9,
13,118,1,9,
13,34,1,9,
11,4,1,9,
9,92,1,9,
8,134,1,9,
7,36,1,9,
6,188,1,9,
4,190,1,9,
4,172,1,9,
4,158,1,9,
4,82,1,9,
4,67,1,9,
3,115,1,9,
3,0,1,9,
0,130,1,9,
129,163,1,5,
102,153,1,5,
77,163,1,5,
62,163,1,5,
61,160,1,5,
50,132,1,5,
45,132,1,5,
42,91,1,5,
42,88,1,5,
42,86,1,5,
20,91,1,5,
20,80,1,5,
19,120,1,5,
19,82,1,5,
16,175,1,5,
14,132,1,5,
11,181,1,5,
11,176,1,5,
7,131,1,5,
7,31,1,5,
2,66,1,5,
1,153,1,5,
199,159,1,2,
196,67,1,2,
196,37,1,2,
196,17,1,2,
196,9,1,2,
196,1,1,2,
195,71,1,2,
195,64,1,2,
195,43,1,2,
195,36,1,2,
195,22,1,2,
195,8,1,2,
191,167,1,2,
190,96,1,2,
190,67,1,2,
190,54,1,2,
188,20,1,2,
186,159,1,2,
186,137,1,2,
185,112,1,2,
185,106,1,2,
185,54,1,2,
185,22,1,2,
185,1,1,2,
181,112,1,2,
181,93,1,2,
181,41,1,2,
180,195,1,2,
179,197,1,2,
179,175,1,2,
179,142,1,2,
179,136,1,2,
179,108,1,2,
177,188,1,2,
177,141,1,2,
177,107,1,2,
177,105,1,2,
177,86,1,2,
176,130,1,2,
176,125,1,2,
176,110,1,2,
176,95,1,2,
176,57,1,2,
175,176,1,2,
175,137,1,2,
173,196,1,2,
170,7,1,2,
167,187,1,2,
167,152,1,2,
167,136,1,2,
167,79,1,2,
161,20,1,2,
160,189,1,2,
160,164,1,2,
160,79,1,2,
159,183,1,2,
159,150,1,2,
159,149,1,2,
159,139,1,2,
159,125,1,2,
156,19,1,2,
153,192,1,2,
153,187,1,2,
152,188,1,2,
150,26,1,2,
150,15,1,2,
150,14,1,2,
146,131,1,2,
145,62,1,2,
145,15,1,2,
137,168,1,2,
137,29,1,2,
137,22,1,2,
134,0,1,2,
132,183,1,2,
131,192,1,2,
131,158,1,2,
131,140,1,2,
131,86,1,2,
131,85,1,2,
131,84,1,2,
131,79,1,2,
131,37,1,2,
130,188,1,2,
129,150,1,2,
129,74,1,2,
129,51,1,2,
129,31,1,2,
121,141,1,2,
121,19,1,2,
117,170,1,2,
117,152,1,2,
117,138,1,2,
117,118,1,2,
117,81,1,2,
116,185,1,2,
115,129,1,2,
115,64,1,2,
115,39,1,2,
115,31,1,2,
115,1,1,2,
113,176,1,2,
109,135,1,2,
106,190,1,2,
102,132,1,2,
102,0,1,2,
100,91,1,2,
100,18,1,2,
97,115,1,2,
96,136,1,2,
96,132,1,2,
95,129,1,2,
95,102,1,2,
95,96,1,2,
94,115,1,2,
89,171,1,2,
89,146,1,2,
89,128,1,2,
89,39,1,2,
89,23,1,2,
88,75,1,2,
88,31,1,2,
88,28,1,2,
85,189,1,2,
85,185,1,2,
85,180,1,2,
83,151,1,2,
83,140,1,2,
83,124,1,2,
83,109,1,2,
83,107,1,2,
83,105,1,2,
80,139,1,2,
80,130,1,2,
80,123,1,2,
80,118,1,2,
80,109,1,2,
80,101,1,2,
79,150,1,2,
79,96,1,2,
77,137,1,2,
77,131,1,2,
76,185,1,2,
76,131,1,2,
76,120,1,2,
76,96,1,2,
74,150,1,2,
73,190,1,2,
73,134,1,2,
73,115,1,2,
71,188,1,2,
70,174,1,2,
67,134,1,2,
67,120,1,2,
66,96,1,2,
66,14,1,2,
65,132,1,2,
65,120,1,2,
65,20,1,2,
62,190,1,2,
62,121,1,2,
62,103,1,2,
62,74,1,2,
62,48,1,2,
62,46,1,2,
58,174,1,2,
57,188,1,2,
57,135,1,2,
57,89,1,2,
55,161,1,2,
55,135,1,2,
54,183,1,2,
54,129,1,2,
54,30,1,2,
54,27,1,2,
53,188,1,2,
53,182,1,2,
53,146,1,2,
53,135,1,2,
53,119,1,2,
53,103,1,2,
53,88,1,2,
52,188,1,2,
52,131,1,2,
52,120,1,2,
41,137,1,2,
39,188,1,2,
39,141,1,2,
39,132,1,2,
39,131,1,2,
38,185,1,2,
37,96,1,2,
35,44,1,2,
35,41,1,2,
35,27,1,2,
35,25,1,2,
35,4,1,2,
33,89,1,2,
31,161,1,2,
30,115,1,2,
26,135,1,2,
24,183,1,2,
23,161,1,2,
23,132,1,2,
21,141,1,2,
21,52,1,2,
21,17,1,2,
18,65,1,2,
17,188,1,2,
17,170,1,2,
17,99,1,2,
17,74,1,2,
17,64,1,2,
17,49,1,2,
12,88,1,2,
11,184,1,2,
10,185,1,2,
8,174,1,2,
5,120,1,2,
4,161,1,2,
3,88,1,2,
81,125,1,17,
80,4,1,17,
78,125,1,17,
62,125,1,17,
54,80,1,17,
53,160,1,17,
53,80,1,17,
52,106,1,17,
41,198,1,17,
41,180,1,17,
35,3,1,17,
30,195,1,17,
26,106,1,17,
25,160,1,17,
22,160,1,17,
20,120,1,17,
20,115,1,17,
20,89,1,17,
20,79,1,17,
20,65,1,17,
20,54,1,17,
19,198,1,17,
19,181,1,17,
19,106,1,17,
19,80,1,17,
18,73,1,17,
18,35,1,17,
17,31,1,17,
17,22,1,17,
17,0,1,17,
15,180,1,17,
15,160,1,17,
15,125,1,17,
12,141,1,17,
12,31,1,17,
11,73,1,17,
10,198,1,17,
10,21,1,17,
7,35,1,17,
3,180,1,17,
3,106,1,17,
2,195,1,17,
2,125,1,17,
2,35,1,17,
1,159,1,17,
1,150,1,17,
1,128,1,17,
1,117,1,17,
1,115,1,17,
1,114,1,17,
199,134,1,9,
199,106,1,9,
199,74,1,9,
199,65,1,9,
199,56,1,9,
199,35,1,9,
199,27,1,9,
198,173,1,9,
198,139,1,9,
198,93,1,9,
198,35,1,9,
196,199,1,9,
196,195,1,9,
196,57,1,9,
196,52,1,9,
196,49,1,9,
196,47,1,9,
196,39,1,9,
195,180,1,9,
195,175,1,9,
195,162,1,9,
195,157,1,9,
195,119,1,9,
195,111,1,9,
195,91,1,9,
194,106,1,9,
191,106,1,9,
190,196,1,9,
188,181,1,9,
188,141,1,9,
186,199,1,9,
186,183,1,9,
186,167,1,9,
186,127,1,9,
186,115,1,9,
186,100,1,9,
186,88,1,9,
186,69,1,9,
186,49,1,9,
186,43,1,9,
186,15,1,9,
184,17,1,9,
183,141,1,9,
181,199,1,9,
181,190,1,9,
181,182,1,9,
181,128,1,9,
181,69,1,9,
180,196,1,9,
180,145,1,9,
180,133,1,9,
180,120,1,9,
180,116,1,9,
179,38,1,9,
179,12,1,9,
179,6,1,9,
177,198,1,9,
177,160,1,9,
177,129,1,9,
177,118,1,9,
177,115,1,9,
177,97,1,9,
177,94,1,9,
177,92,1,9,
177,74,1,9,
177,36,1,9,
177,35,1,9,
176,22,1,9,
175,198,1,9,
175,163,1,9,
174,0,1,9,
173,160,1,9,
173,106,1,9,
172,17,1,9,
170,174,1,9,
170,113,1,9,
170,53,1,9,
168,176,1,9,
168,169,1,9,
168,140,1,9,
168,127,1,9,
168,108,1,9,
168,79,1,9,
168,73,1,9,
168,67,1,9,
168,66,1,9,
168,55,1,9,
168,51,1,9,
168,24,1,9,
167,103,1,9,
167,102,1,9,
167,78,1,9,
167,75,1,9,
167,71,1,9,
167,62,1,9,
167,49,1,9,
167,31,1,9,
163,197,1,9,
163,185,1,9,
163,184,1,9,
163,183,1,9,
163,173,1,9,
163,166,1,9,
163,156,1,9,
